IMG_ID,dice_artery,artery_voxels,both_correct,both_tolerable,left_intersects,right_intersects,left_dist_mm,right_dist_mm,ostia_left,ostia_right,error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
552,0.3423743025768375,6974.0,False,True,False,False,1.1048543456039805,1.2689962815154345,"(85, 175, 187)","(103, 144, 233)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
797,0.5945439297518623,32182.0,False,True,False,False,1.2734375,1.029961908617559,"(117, 161, 196)","(134, 124, 214)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
702,0.48494656924578144,13145.0,False,True,False,False,0.63671875,1.029961908617559,"(89, 160, 156)","(108, 120, 189)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
508,0.4901568944257834,43828.0,False,True,False,False,2.203125,0.734375,"(104, 150, 165)","(116, 113, 186)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
30,0.6830470124863823,24281.0,False,True,True,False,0.0,2.0560980186994975,"(96, 152, 167)","(121, 129, 218)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
607,0.6816233496279943,31503.0,False,True,False,False,1.2835821001449421,1.5,"(90, 158, 145)","(113, 127, 186)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
794,0.7561530564111102,35027.0,False,True,False,False,0.9177027540149166,1.8532017400847445,"(96, 170, 162)","(107, 135, 197)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
411,0.49079532526631503,14727.0,False,True,False,False,5.143866818330988,1.252347648933419,"(102, 161, 154)","(110, 133, 172)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
850,0.5442329227323628,9576.0,False,True,False,True,0.66796875,0.0,"(123, 185, 134)","(131, 145, 166)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
280,,,False,False,False,False,44.78793891949316,59.33808268423092,"(52, 123, 252)","(43, 91, 261)",,nenhum correto,scipy,N/A,"(2, 2, 1)",99.7
713,0.6966248794599808,29007.0,False,True,True,False,0.0,0.8595969173697416,"(86, 150, 193)","(112, 117, 233)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
433,0.6000264270613108,18935.0,False,True,True,False,0.0,0.5,"(106, 141, 185)","(131, 110, 206)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
802,,,False,False,False,False,8.377521192341145,0.703125,"(94, 151, 158)","(117, 117, 187)",,nenhum correto,scipy,N/A,"(2, 2, 1)",99.7
681,0.7487117389841911,37643.0,False,True,False,True,1.029961908617559,0.0,"(97, 156, 135)","(127, 112, 169)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
886,0.6572916963192804,34018.0,False,True,True,False,0.0,0.8095744354916121,"(81, 167, 157)","(101, 123, 195)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
656,0.7071445140338668,24992.0,False,True,True,False,0.0,1.2860108290908994,"(89, 159, 183)","(106, 124, 224)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
730,0.7776619740219336,32978.0,False,True,True,False,0.0,0.8343753657536651,"(88, 143, 183)","(110, 111, 212)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
847,,,False,False,False,True,18.791979373379785,0.0,"(92, 158, 242)","(120, 129, 223)",,um correto,scipy,N/A,"(2, 2, 1)",99.7
792,,,False,False,False,False,8.290800065292629,10.071741255802202,"(108, 177, 184)","(146, 143, 188)",,nenhum correto,scipy,N/A,"(2, 2, 1)",99.7
410,0.4548523206751055,9644.0,True,False,True,True,0.0,0.0,"(87, 151, 149)","(113, 118, 184)",,ambos corretos,scipy,N/A,"(2, 2, 1)",99.7
534,0.7050308698575708,43827.0,False,True,True,False,0.0,0.8437861682062879,"(92, 161, 237)","(114, 120, 248)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
677,0.4938975892049039,22374.0,True,False,True,True,0.0,0.0,"(92, 172, 118)","(101, 120, 194)",,ambos corretos,scipy,N/A,"(2, 2, 1)",99.7
208,0.773309239109539,25588.0,False,True,False,False,2.112197908549957,1.27849599215372,"(83, 155, 138)","(102, 130, 187)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
729,0.47211982641967243,7465.0,False,True,False,False,1.8339250938901512,0.8500919067959652,"(105, 154, 151)","(111, 122, 181)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
751,0.5713064428382685,23558.0,False,True,False,False,1.8412531093511595,1.0982191061341653,"(95, 181, 162)","(99, 145, 191)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
832,0.7408534169954525,33804.0,False,True,False,False,2.682134906422494,0.8627773557674077,"(91, 156, 194)","(106, 127, 227)",,ambos toleráveis,scipy,N/A,"(2, 2, 1)",99.7
808,,,False,False,False,True,12.51643450877685,0.0,"(97, 171, 163)","(116, 138, 189)",,um correto,scipy,N/A,"(2, 2, 1)",99.7
